"1981","Num studies:1","","1999","Num studies:2","","2001","Num studies:2","","2002","Num studies:1","","2003","Num studies:5","","2004","Num studies:3","","2005","Num studies:4","","2006","Num studies:6","","2007","Num studies:13","","2008","Num studies:16","","2009","Num studies:21","","2010","Num studies:12","","2011","Num studies:8","","2012","Num studies:21","","2013","Num studies:14","","2014","Num studies:16","","2015","Num studies:17","","2016","Num studies:20","","2017","Num studies:12","","2018","Num studies:11","","2019","Num studies:10","","2020","Num studies:1","","2021","Num studies:1","","No Start Date","Num studies:2",""
"neuropsychological",3,"2.1739130434782608%","assess",1,"2.5%","as",11,"1.5819964349376114%","or",6,"1.791044776119403%","brain",11,"0.3685092127303183%","patients",5,"1.7293419977983735%","this",3,"2.907818532818533%","for",22,"3.444433818024198%","imaging",34,"0.6580721512629014%","will",35,"1.0692648966997007%","this",28,"2.006437274719629%","patients",25,"1.1666163583621894%","with",17,"2.1898016072333153%","this",38,"1.5525137853364708%","will",30,"1.369233656706384%","study",34,"2.0266192667790106%","imaging",54,"0.2911767494830348%","for",78,"1.2010182743000117%","a",23,"1.891321244896914%","patients",22,"1.2780617206637084%","training",38,"0.7584742764839768%","will",7,"2.121212121212121%","this",1,"1.694915254237288%","for",26,"2.628389728821694%"
"related",3,"2.1739130434782608%","symptomatic",1,"2.5%","nicotinic",11,"0.7352941176470589%","daily",6,"1.791044776119403%","as",11,"0.5612477974287019%","was",4,"0.894854586129754%","on",3,"1.308587068080739%","this",19,"1.1581437014925304%","study",29,"1.8684863865651569%","ad",34,"0.8433748644810507%","be",28,"0.7132377349227071%","alzheimer",23,"1.3107034251626468%","disease",14,"1.1041807117961462%","for",36,"1.174634551828669%","for",25,"1.2899292737650785%","alzheimer",29,"1.6922141573723364%","be",52,"0.7526399486759987%","is",73,"1.707295975478694%","with",21,"1.5752087928153855%","is",20,"1.3707108510585564%","or",37,"1.2677392534625616%","mobile",5,"1.5151515151515151%","is",1,"1.694915254237288%","sleep",22,"0.7919366450683946%"
"cognitive",2,"1.4492753623188406%","efficacy",1,"2.5%","with",10,"1.9385026737967914%","to",5,"1.492537313432836%","this",10,"2.294704437614108%","safety",4,"1.3803607977533439%","alzheimer",3,"2.907818532818533%","treatment",19,"2.235387432926854%","this",28,"1.6407129316681515%","this",33,"1.503175104481186%","disease",27,"2.0643034514474032%","treatment",23,"1.1277619923106905%","cer",14,"0.2887788778877888%","will",34,"1.0604439089230946%","this",20,"1.0209621433986482%","ad",27,"1.0164995675714659%","clinical",40,"0.6540584167999188%","disease",61,"1.6468275949301383%","this",18,"1.042585159107963%","this",18,"0.781452536947461%","participants",36,"1.1846870987408165%","application",5,"1.5151515151515151%","a",1,"1.694915254237288%","drug",19,"1.6510679145668345%"
"neuroscience",2,"1.4492753623188406%","talsaclidine",1,"2.5%","part",10,"0.6684491978609626%","alzheimer",5,"1.492537313432836%","alzheimer",9,"1.385613528523199%","moderate",4,"1.3803607977533439%","safety",3,"0.9493670886075949%","ad",16,"0.6319449300005439%","for",28,"1.0757372421052618%","imaging",32,"0.4528797566017512%","for",27,"0.7056163117833867%","be",22,"0.7742393674605039%","study",13,"2.778456175698704%","disease",29,"1.4508530599947045%","participants",19,"0.7433762152112837%","disease",26,"1.3275298220997658%","is",37,"1.7072882105635705%","alzheimer",52,"1.4417624036782728%","is",17,"0.7706264660826855%","ad",16,"1.0541290941017634%","study",35,"1.722728425677602%","that",5,"1.5151515151515151%","prospective",1,"1.694915254237288%","caregiver",19,"0.6839452843772498%"
"section",2,"1.4492753623188406%","patients",1,"2.5%","alzheimer",8,"2.228163992869875%","disease",5,"1.492537313432836%","disease",9,"1.2565127400278766%","alzheimer",3,"1.1566471512209053%","is",2,"1.7173423423423424%","is",15,"1.8842316258221168%","ad",28,"0.922392715618225%","123-i",30,"0.4087124050115786%","subjects",26,"1.5743473647169055%","is",21,"1.2438458446493066%","alzheimer",13,"1.0835536490898756%","as",29,"0.8165422904196961%","2",18,"0.8802678929136976%","be",26,"0.8554043707614939%","as",34,"0.8539629313142589%","study",51,"2.7281414874356558%","at",17,"0.8431442441216856%","or",15,"1.0271647473281857%","is",34,"1.771146313600335%","caregiver",5,"1.5151515151515151%","single-arm",1,"1.694915254237288%","day",18,"0.8897288216942645%"
"to",2,"1.4492753623188406%","with",1,"2.5%","scan",8,"0.5347593582887701%","psychotic",5,"1.492537313432836%","have",9,"0.6560784070282784%","efficacy",3,"1.6421533628444953%","placebo",2,"1.7173423423423424%","patients",15,"0.7756906465513019%","123-i",24,"0.4526004699220361%","as",29,"0.5787289562033004%","patients",26,"0.9452946158126869%","study",19,"2.445688039204874%","patients",12,"1.3326328139643584%","alzheimer",27,"1.412757821899466%","by",18,"0.637573107848912%","patients",24,"1.0228468417927419%","or",29,"0.5772997585045966%","participants",50,"1.1684840431804433%","disease",12,"1.2414387169467995%","be",15,"0.6714804887339262%","this",33,"1.6159310577440926%","behaviors",4,"1.2121212121212122%","multicenter",1,"1.694915254237288%","with",17,"1.0955123590112792%"
"continue",2,"1.4492753623188406%","mild",1,"2.5%","disease",7,"2.161319073083779%","symptoms",5,"1.492537313432836%","cognitive",9,"1.4352991862490576%","alzheimers",3,"1.5873015873015872%","disease",2,"1.8661518661518661%","months",14,"0.7959399624910093%","with",23,"1.0990601806743951%","be",29,"0.35791618643986484%","alzheimer",25,"1.9027939954638984%","for",19,"0.6397929634814873%","clinical",12,"0.6206680414369875%","are",25,"0.38371214993083347%","be",17,"0.5770428383001251%","this",23,"1.7728699368486498%","this",28,"1.243988943351305%","this",49,"1.8186455213208705%","participants",12,"1.0178863411506798%","evaluate",12,"1.0828045238971014%","for",30,"0.6151939574014509%","surveys",4,"1.2121212121212122%","non-interventional",1,"1.694915254237288%","at",17,"0.8537317014638829%"
"longitudinal",2,"1.4492753623188406%","moderate",1,"2.5%","this",7,"0.4679144385026738%","a",5,"1.492537313432836%","are",8,"0.46074528486588784%","examine",2,"0.7528141756329676%","subjects",2,"1.3581223628691985%","with",12,"2.1282442018153245%","is",21,"1.4280496968195828%","for",28,"0.4990458915147263%","is",22,"2.116433281358362%","cognitive",19,"0.24888157025884838%","treatment",11,"0.6366684732558703%","at",25,"0.6352223274988885%","as",17,"0.818500356346252%","for",17,"0.6839171936028169%","by",28,"0.8611656726056967%","that",44,"0.2812306177915037%","by",11,"0.35524144443896266%","disease",12,"1.0570823365196695%","brain",29,"0.34682255050447247%","research",3,"0.9090909090909091%","study",1,"1.694915254237288%","psg",14,"0.503959683225342%"
"cerebral",2,"1.4492753623188406%","dementia",1,"2.5%","diseases",7,"0.4679144385026738%","twice",5,"1.492537313432836%","on",8,"0.9444169427010461%","tolerability",2,"0.447427293064877%","document",2,"0.6329113924050633%","alzheimer",10,"1.7813059149169053%","brain",21,"0.49960276762314404%","subjects",27,"1.2579768067991075%","safety",21,"1.6534796072002387%","disease",18,"1.0398056912425548%","be",10,"0.8953411865584036%","treatment",24,"0.8768332912565538%","ad",16,"1.304512476797964%","participants",17,"0.46876546441174927%","for",28,"0.4937984187987755%","have",40,"0.6713831917011351%","was",11,"0.7050575490480622%","for",12,"0.2902068923464214%","on",26,"0.6556080518226389%","study",3,"0.9090909090909091%","as",1,"1.694915254237288%","night",14,"0.503959683225342%"
"metabolism",2,"1.4492753623188406%","alzheimer",1,"2.5%","pet",7,"0.4679144385026738%","study",4,"1.1940298507462686%","-",7,"0.23450586264656614%","severe",2,"0.447427293064877%","effectiveness",2,"0.6329113924050633%","or",10,"0.42047891538082965%","healthy",21,"0.7006096609692567%","disease",24,"1.633566197419514%","as",18,"0.6029144750675159%","this",15,"1.4788866468259618%","will",10,"1.3467631557868378%","on",22,"0.8922086362190782%","or",15,"0.7620779443877482%","an",16,"0.7724381519936347%","disease",27,"1.4601028419508246%","or",36,"0.5856565478277143%","alzheimer",10,"1.1953982012930242%","cognitive",11,"0.5630802168895536%","as",26,"0.6349054274447469%","is",3,"0.9090909090909091%","prescribed",1,"1.694915254237288%","in",13,"0.7097432205423566%"
"frontal",2,"1.4492753623188406%","type",1,"2.5%","that",7,"0.4679144385026738%","for",4,"1.1940298507462686%","changes",7,"0.23450586264656614%","is",2,"0.9329335046884668%","tolerability",2,"0.6329113924050633%","ivig",10,"0.20938023450586266%","patients",18,"1.2066869315821092%","brain",24,"0.3340892861695465%","-",17,"0.2649119190472574%","as",15,"0.44867827146346223%","research",10,"0.40773494825210677%","cognitive",21,"0.5967871788413396%","placebo",15,"0.992215784393945%","depression",13,"0.31906512605042014%","on",27,"0.6205578195925486%","dementia",34,"0.8215020958118295%","ad",10,"1.1397768429988886%","that",11,"0.4054971932056576%","dementia",25,"0.47537621286687753%","for",3,"0.9090909090909091%","post-marketing",1,"1.694915254237288%","patient",13,"0.4679625629949604%"
"lobe",2,"1.4492753623188406%","quality",1,"1.5625%","for",7,"0.4679144385026738%","patients",4,"1.1940298507462686%","be",7,"0.5236137396941417%","a",2,"0.7528141756329676%","vad",2,"0.6329113924050633%","disease",9,"1.5080818712010584%","as",16,"0.4191663487216151%","alzheimer",18,"1.846913838264312%","ad",16,"0.49706374788090946%","dementia",14,"0.6127383268216748%","on",9,"0.3138397951944727%","be",21,"0.5391788233747323%","treatment",15,"1.0932159631363054%","safety",12,"1.0328715539802784%","cognitive",27,"1.0190096569824585%","epad",33,"0.17331932773109243%","datscan",10,"0.2302025782688766%","device",11,"0.1455604075691412%","that",24,"0.5624074520564996%","caregivers",3,"0.9090909090909091%","setting",1,"1.694915254237288%","treatment",13,"0.7097432205423566%"
"dementias",2,"1.4492753623188406%","life",1,"1.5625%","receptor",7,"0.4679144385026738%","tablets",4,"1.1940298507462686%","a",7,"0.6527145281894638%","have",2,"0.447427293064877%","functioning",2,"0.6329113924050633%","brain",9,"0.48887476976196437%","controls",16,"0.32114548122519143%","or",18,"0.5602606300281519%","cognitive",15,"0.4930440789600065%","brain",11,"0.7194972897983546%","care",9,"0.18564356435643564%","or",18,"0.8751512521834115%","at",14,"0.38178110596290527%","that",12,"0.27414610795182187%","patients",25,"0.90145596228516%","ad",31,"0.7651267504218676%","clinical",9,"0.36706274530619704%","period",10,"0.8978905625709257%","an",19,"0.43070025051466426%","with",3,"0.9090909090909091%","us",1,"1.694915254237288%","this",12,"1.3990880729541637%"
"atypical",2,"1.4492753623188406%","eq-5d",1,"1.5625%","will",6,"1.6711229946524064%","mg",4,"1.1940298507462686%","we",7,"0.23450586264656614%","demonstrated",2,"0.447427293064877%","trial",2,"0.6329113924050633%","at",9,"0.4836471682786354%","spect",15,"0.28287529370127257%","patients",17,"1.0639880432848963%","period",15,"0.3950177363711199%","exendin-4",11,"0.14527205493924986%","galantamine",8,"0.3115264797507788%","that",16,"0.3750746162450345%","alzheimer",13,"1.1179345209555522%","dementia",12,"0.45520209523999366%","ad",24,"1.2168299141576322%","brain",30,"0.442219732420952%","as",9,"0.35219955366887684%","safety",10,"1.1348255585759968%","cognitive",17,"0.5641420686831082%","mild",3,"0.9090909090909091%","investigators",1,"1.694915254237288%","patients",11,"1.6048716102711782%"
"basal",2,"1.4492753623188406%","acqli",1,"1.5625%","be",6,"0.8244206773618539%","effectiveness",3,"0.8955223880597015%","structure",6,"0.20100502512562812%","that",2,"0.7528141756329676%","aim",1,"0.6756756756756757%","mild",7,"0.6099508652943316%","all",15,"0.3759910887757446%","period",15,"0.7349079866109871%","mg",14,"0.3446303193458693%","that",10,"0.5436917434731837%","investigators",8,"0.16501650165016502%","evaluate",16,"0.6579158661516326%","disease",13,"1.1179345209555522%","efficacy",11,"1.0313618208735527%","invasive",24,"0.06535947712418301%","as",30,"0.3781791152201497%","randomized",9,"0.7242821551909264%","mild",10,"0.7233306701753073%","are",17,"0.33483941039918486%","memory",3,"0.9090909090909091%","prescribing",1,"1.694915254237288%","after",11,"0.3959683225341973%"
"ganglia",2,"1.4492753623188406%","economic",1,"1.5625%","using",6,"0.8244206773618539%","an",3,"0.8955223880597015%","function",6,"0.20100502512562812%","clinical",2,"0.7528141756329676%","measure",1,"0.6756756756756757%","placebo",7,"0.7763990116433958%","cognitive",12,"0.7473868030166195%","healthy",15,"0.3944304047074751%","who",13,"0.7585131587939871%","safety",10,"1.012765746758369%","day",7,"0.27258566978193144%","safety",16,"0.8981202767257395%","1",13,"0.52737661042919%","2",11,"0.7107893979404484%","participants",23,"0.8936437935016496%","are",29,"0.37589686665336236%","1",9,"0.5855212476502532%","are",10,"0.4055507987834657%","patients",17,"0.8532427649707633%","problems",3,"0.9090909090909091%","treated",1,"1.694915254237288%","dosage",11,"0.3959683225341973%"
"anatomical",2,"1.4492753623188406%","impact",1,"1.5625%","receptors",6,"0.40106951871657753%","treatment",3,"0.8955223880597015%","memory",6,"0.20100502512562812%","by",2,"0.7528141756329676%","effect",1,"0.6756756756756757%","subjects",7,"0.6511382046846254%","undergo",12,"0.2517439874549542%","an",14,"0.34890837693211146%","evaluate",13,"0.788120408975721%","sleep",10,"0.13020833333333334%","by",7,"0.558739367786183%","subjects",15,"0.762621604022505%","stage",11,"0.2854207938953702%","1",11,"0.30221561233492916%","alzheimer",22,"1.3326811826176224%","on",28,"0.4060580280785957%","vfss",9,"0.2895752895752896%","on",10,"0.5310854188341584%","alzheimer",17,"0.8732698700453712%","alzheimer",3,"0.9090909090909091%","according",1,"1.694915254237288%","assess",11,"0.3959683225341973%"
"metabolic",2,"1.4492753623188406%","resource",1,"1.5625%","system",6,"0.40106951871657753%","hallucinations",3,"0.8955223880597015%","for",6,"0.3937436098240118%","on",2,"0.447427293064877%","egb",1,"0.6756756756756757%","cognitive",6,"1.02480203666717%","baseline",12,"0.3075499081657237%","that",13,"0.3155703588133363%","placebo",13,"0.35227540702685706%","functions",10,"0.13020833333333334%","infrastructure",7,"0.1443894389438944%","patients",14,"0.5231644754503181%","weeks",11,"0.8595686087880345%","eye",11,"0.14443277310924368%","mild",22,"1.3010242080285055%","at",27,"0.15289284934914016%","on",8,"0.4108414960642935%","-",10,"0.5853878819341304%","intervention",17,"0.41286798492494886%","disease",3,"0.9090909090909091%","standard",1,"1.694915254237288%","as",11,"0.3959683225341973%"
"function",2,"1.4492753623188406%","utilisation",1,"1.5625%","patients",5,"2.027629233511586%","delusions",3,"0.8955223880597015%","tests",6,"0.29737431747481996%","purpose",2,"0.9329335046884668%","761",1,"0.6756756756756757%","after",6,"0.1685470776616159%","alzheimer",10,"0.8479171425933634%","assess",13,"1.0473418298501425%","are",12,"0.40529126878570515%","are",10,"0.13039405044902272%","mg",6,"0.2336448598130841%","participants",14,"0.5605957532813932%","an",11,"0.6681063704268492%","mild",10,"0.9939110708990261%","coronary",21,"0.05718954248366013%","treatment",25,"1.0309565736556208%","patients",8,"0.8701301122417379%","3",9,"0.4953386479611236%","life",16,"0.32951292049644926%","can",3,"0.9090909090909091%","care",1,"1.694915254237288%","g",10,"0.3599712023038157%"
"subjects",2,"1.4492753623188406%","living",1,"1.5625%","brain",5,"0.3342245989304813%","behavioral",3,"0.8955223880597015%","is",6,"2.0643317951811637%","this",2,"0.9329335046884668%","versus",1,"0.6756756756756757%","have",6,"0.5031749679275488%","disease",10,"0.8479171425933634%","spect",13,"0.2170037228278267%","efficacy",12,"0.4135005970005252%","or",9,"0.8156420806255885%","indiana",6,"0.12376237623762376%","fall",14,"0.0878348704435661%","gsk2647544",11,"0.584835876098012%","s",10,"0.2069866408101702%","treatment",18,"0.5130363352562931%","trial",24,"0.4014767684104473%","or",8,"1.0136899108356878%","participants",8,"0.7581133505290624%","at",16,"0.1870906208832245%","patients",3,"0.9090909090909091%","soc",1,"1.694915254237288%","screening",10,"0.3599712023038157%"
"with",2,"1.4492753623188406%","employment",1,"1.5625%","human",5,"0.3342245989304813%","be",3,"0.8955223880597015%","continue",6,"0.29737431747481996%","lead-in",2,"0.447427293064877%","ratio",1,"0.6756756756756757%","an",6,"0.1256281407035176%","evaluate",10,"0.34032059197247294%","safety",12,"1.0408317967727423%","6",12,"0.16151679008821865%","clinical",9,"0.5388744245717305%","information",6,"0.12376237623762376%","dementia",13,"0.17239239990578087%","mild",10,"0.8407846194651974%","evaluate",9,"1.457737444067127%","safety",15,"0.6413512086804235%","from",23,"0.08260296693292324%","up",8,"0.3934489854885476%","alzheimer",8,"0.7026899150652975%","their",15,"0.32428517067358875%","are",3,"0.9090909090909091%","followed",1,"1.694915254237288%","baseline",10,"0.3599712023038157%"
"genetics",2,"1.4492753623188406%","status",1,"1.5625%","have",5,"0.3342245989304813%","9",3,"0.8955223880597015%","patients",6,"1.591173054587689%","10158",2,"0.447427293064877%","isoform",1,"0.6756756756756757%","blood",6,"0.1256281407035176%","measure",10,"0.4967696726757662%","treatment",12,"0.9684831388460422%","treatment",12,"0.4574966599667563%","ad",9,"0.40606443002860143%","technology",6,"0.12376237623762376%","falls",13,"0.08156095112616851%","mg",10,"0.32783229259589647%","or",9,"0.616008403612785%","phase",14,"0.604331494430739%","an",22,"0.2571625443095285%","that",7,"0.287880977536655%","by",8,"0.3750925170412232%","program",15,"0.2293702940952132%","group",3,"0.9090909090909091%","up",1,"1.694915254237288%","completion",9,"0.32397408207343414%"
"frontotemporal",2,"1.4492753623188406%","assessments",1,"1.5625%","cholinergic",5,"0.3342245989304813%","week",3,"0.8955223880597015%","longitudinal",5,"0.16750418760469013%","it",2,"0.7528141756329676%","protein",1,"0.6756756756756757%","research",6,"0.1256281407035176%","have",9,"0.5113285070383353%","biomarker",12,"0.29058034954015544%","123-i",11,"0.17015844083513257%","executive",9,"0.1171875%","health",6,"0.12376237623762376%","risk",13,"0.08156095112616851%","pet",10,"0.4205589731905522%","as",9,"0.4519000505673277%","2",14,"0.27587662706699423%","i2bs",22,"0.08792965627498002%","double-blind",7,"0.6531060408165241%","weeks",8,"0.48001469318860135%","people",14,"0.2282356315477358%","assessments",3,"0.9090909090909091%","5",1,"1.694915254237288%","is",9,"1.291096712263019%"
"dementia",2,"1.4492753623188406%","will",1,"1.5625%","18f",5,"0.3342245989304813%","0",3,"0.8955223880597015%","these",5,"0.26387347995388194%","forms",2,"1.0582010582010581%","precursor",1,"0.6756756756756757%","nicotinic",5,"0.31928480204342274%","uptake",9,"0.16972517622076355%","placebo",11,"0.41552971240471237%","imaging",11,"0.3225053976933676%","participants",9,"0.11885895404120445%","effect",5,"0.4057632398753894%","ad",12,"0.613954402585111%","safety",9,"0.9835356542940458%","on",9,"0.34902638669988306%","are",14,"0.3788472876566568%","it",22,"0.1800747626401959%","boluses",7,"0.22522522522522523%","photobiomodulation",8,"0.10586211459573903%","care",13,"0.22440803776910062%","on",3,"0.9090909090909091%","years",1,"1.694915254237288%","one",8,"0.28797696184305255%"
"corticobasal",2,"1.4492753623188406%","not",1,"1.5625%","after",5,"0.3342245989304813%","day",3,"0.8955223880597015%","that",5,"0.29660497610001224%","are",2,"1.2383203872565574%","beta",1,"0.6756756756756757%","receptor",5,"0.31928480204342274%","plasma",9,"0.16972517622076355%","at",11,"0.2381036128311238%","on",11,"0.29317286147045346%","elderly",8,"0.1856518817204301%","moderate",5,"0.19470404984423675%","by",12,"0.2528606289814379%","dose",9,"0.2664146241309488%","-",9,"0.13709329885800475%","period",14,"0.2855426367463123%","which",22,"0.11420538884363714%","mri",6,"0.23499349166720016%","from",8,"0.37591119766248193%","disease",13,"0.6416204702463022%","may",3,"0.9090909090909091%","after",1,"1.694915254237288%","all",8,"0.5297576193904487%"
